onset	duration	sample	trial_type
0.000000	0.000000	1	start
39.542000	0.000000	19772	S11
41.090000	0.000000	20546	S12
41.468000	0.000000	20735	S13
45.270000	0.000000	22636	S81
46.818000	0.000000	23410	S82
47.170000	0.000000	23586	S83
50.824000	0.000000	25413	S61
52.352000	0.000000	26177	S62
52.692000	0.000000	26347	S63
56.304000	0.000000	28153	S61
57.840000	0.000000	28921	S62
58.162000	0.000000	29082	S63
61.666000	0.000000	30834	S31
63.208000	0.000000	31605	S32
63.560000	0.000000	31781	S33
67.180000	0.000000	33591	S71
68.726000	0.000000	34364	S72
69.116000	0.000000	34559	S73
72.810000	0.000000	36406	S11
74.358000	0.000000	37180	S12
74.670000	0.000000	37336	S13
78.128000	0.000000	39065	S31
79.658000	0.000000	39830	S32
79.974000	0.000000	39988	S33
83.508000	0.000000	41755	S41
85.056000	0.000000	42529	S42
85.402000	0.000000	42702	S43
89.030000	0.000000	44516	S51
90.552000	0.000000	45277	S52
90.918000	0.000000	45460	S53
94.662000	0.000000	47332	S21
96.186000	0.000000	48094	S22
96.478000	0.000000	48240	S26
99.850000	0.000000	49926	S61
101.386000	0.000000	50694	S62
101.710000	0.000000	50856	S63
105.190000	0.000000	52596	S11
106.724000	0.000000	53363	S12
106.996000	0.000000	53499	S13
110.294000	0.000000	55148	S71
111.844000	0.000000	55923	S72
112.138000	0.000000	56070	S73
115.456000	0.000000	57729	S61
117.006000	0.000000	58504	S62
117.292000	0.000000	58647	S63
120.648000	0.000000	60325	S31
122.172000	0.000000	61087	S32
122.528000	0.000000	61265	S33
126.258000	0.000000	63130	S41
127.806000	0.000000	63904	S42
128.132000	0.000000	64067	S43
131.616000	0.000000	65809	S71
133.140000	0.000000	66571	S72
133.464000	0.000000	66733	S73
137.040000	0.000000	68521	S11
138.568000	0.000000	69285	S12
138.850000	0.000000	69426	S13
142.216000	0.000000	71109	S51
143.738000	0.000000	71870	S52
144.046000	0.000000	72024	S53
147.524000	0.000000	73763	S21
149.072000	0.000000	74537	S22
149.374000	0.000000	74688	S23
152.832000	0.000000	76417	S81
154.378000	0.000000	77190	S82
154.742000	0.000000	77372	S83
158.406000	0.000000	79204	S61
159.954000	0.000000	79978	S62
160.324000	0.000000	80163	S63
164.038000	0.000000	82020	S61
165.564000	0.000000	82783	S62
165.924000	0.000000	82963	S63
169.680000	0.000000	84841	S31
171.200000	0.000000	85601	S32
171.524000	0.000000	85763	S33
175.112000	0.000000	87557	S61
176.658000	0.000000	88330	S62
176.938000	0.000000	88470	S63
180.260000	0.000000	90131	S11
181.806000	0.000000	90904	S12
182.080000	0.000000	91041	S13
185.360000	0.000000	92681	S41
186.880000	0.000000	93441	S42
187.156000	0.000000	93579	S43
190.526000	0.000000	95264	S31
192.072000	0.000000	96037	S32
192.402000	0.000000	96202	S33
195.998000	0.000000	98000	S51
197.536000	0.000000	98769	S52
197.832000	0.000000	98917	S53
201.276000	0.000000	100639	S71
202.810000	0.000000	101406	S72
203.150000	0.000000	101576	S73
206.740000	0.000000	103371	S51
208.278000	0.000000	104140	S52
208.634000	0.000000	104318	S56
212.310000	0.000000	106156	S11
213.856000	0.000000	106929	S12
214.156000	0.000000	107079	S13
217.594000	0.000000	108798	S21
219.140000	0.000000	109571	S22
219.430000	0.000000	109716	S23
222.808000	0.000000	111405	S41
224.342000	0.000000	112172	S42
